date,portfolio_value,cash_flow,holdings_value,signal
2024-01-01,9000.0,1000.0,0.0,buy: 建仓
2024-01-02,9991.49871145455,0.0,991.4987114545489,hold: 网格内波动
2024-01-03,9991.57848074359,0.0,991.5784807435899,hold: 网格内波动
2024-01-04,9990.119581908779,0.0,990.1195819087785,hold: 网格内波动
2024-01-05,9991.525977482059,0.0,991.5259774820584,hold: 网格内波动
2024-01-06,9995.837644244788,0.0,995.837644244787,hold: 网格内波动
2024-01-07,9984.385150843826,0.0,984.3851508438261,hold: 网格内波动
2024-01-08,9979.352026420067,0.0,979.3520264200673,hold: 网格内波动
2024-01-09,9976.553663508932,0.0,976.5536635089327,hold: 网格内波动
2024-01-10,8960.03671903704,1000.0,960.0367190370392,buy: 网格买入
2024-01-11,9956.928899743358,0.0,1956.9288997433587,hold: 网格内波动
2024-01-12,9946.779927151252,0.0,1946.7799271512524,hold: 网格内波动
2024-01-13,9939.827085005365,0.0,1939.827085005365,hold: 网格内波动
2024-01-14,9978.956678903169,0.0,1978.9566789031687,hold: 网格内波动
2024-01-15,9978.207633189802,0.0,1978.2076331898033,hold: 网格内波动
2024-01-16,9984.769411912263,0.0,1984.769411912263,hold: 网格内波动
2024-01-17,9960.163960736294,0.0,1960.1639607362933,hold: 网格内波动
2024-01-18,11899.45969031016,-0.0,1949.7298451550805,sell: 网格卖出
2024-01-19,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-20,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-21,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-22,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-23,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-24,9949.72984515508,-0.0,0.0,sell: 网格卖出
2024-01-25,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-26,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-27,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-28,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-29,9949.72984515508,0.0,0.0,hold: 网格内波动
2024-01-30,8949.72984515508,1000.0,0.0,buy: 网格买入
2024-01-31,9957.006262335884,0.0,1007.2764171808044,hold: 网格内波动
2024-02-01,9967.39334966645,0.0,1017.6635045113705,hold: 网格内波动
2024-02-02,9965.927940583542,0.0,1016.198095428463,hold: 网格内波动
2024-02-03,9969.782261319717,0.0,1020.0524161646365,hold: 网格内波动
2024-02-04,10978.84987676492,-0.0,1014.5600158049208,sell: 网格卖出
2024-02-05,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-06,9964.28986096,-0.0,0.0,sell: 网格卖出
2024-02-07,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-08,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-09,9964.28986096,-0.0,0.0,sell: 网格卖出
2024-02-10,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-11,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-12,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-13,9964.28986096,-0.0,0.0,sell: 网格卖出
2024-02-14,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-15,9964.28986096,0.0,0.0,hold: 网格内波动
2024-02-16,8964.28986096,1000.0,0.0,buy: 网格买入
2024-02-17,9968.237655837598,0.0,1003.9477948775979,hold: 网格内波动
2024-02-18,9978.05496167182,0.0,1013.765100711821,hold: 网格内波动
2024-02-19,9981.597631160388,0.0,1017.3077702003891,hold: 网格内波动
2024-02-20,9972.736013844147,0.0,1008.4461528841472,hold: 网格内波动
2024-02-21,9972.06852812882,0.0,1007.7786671688211,hold: 网格内波动
2024-02-22,9968.72338890323,0.0,1004.4335279432302,hold: 网格内波动
2024-02-23,9963.609290984552,0.0,999.3194300245523,hold: 网格内波动
2024-02-24,9969.837712774915,0.0,1005.5478518149157,hold: 网格内波动
